state,migpuma_name,net migration,raw net migration,migpuma1,n_obs_for_median_real_wage,median_real_wage,migpuma_population,top_place_population,proportion_in_named_place,n_out,n_in,n_obs_n_in,net migration (not foreign)
Rhode Island,Northeast Rhode Island,-9.96784024515499e-4,-592,100,2738,72510.44897959197,593910,167737,0.282428314054318,7387,6795,364,-0.0016214577966358538
North Carolina,"Hoke, Richmond & Scotland Counties",-0.0010001600256040967,-125,5200,284,49323.2947368421,124980,124980,1,1062,937,32,-0.0010001600256040967
Michigan,"Newaygo, Mason, Oceana & Lake Counties",-0.0010008768744298102,-113,600,429,67285.08333333355,112901,112901,1,618,505,38,-0.0010008768744298102
North Carolina,"Granville, Person & Caswell Counties",-0.0010022439621453342,-113,400,306,65581.10869565218,112747,112747,1,475,362,19,-0.0010022439621453342
North Carolina,Johnston County,-0.0010024378814750667,-169,1100,448,67081.61224489791,168589,168589,1,1341,1172,44,-0.0010024378814750667
California,Monterey County,-0.0010058374096023057,-453,5300,1482,68057.79999999994,450371,322849,0.7168512182178692,5335,4882,273,-0.001785194872671642
Kentucky,Barren River Area Development District,-0.00100594344921243,-120,500,390,66649.17475728157,119291,119291,1,1566,1446,58,-0.001441852277204483
Ohio,Columbiana County,-0.0010254689189693105,-110,3400,192,60079.31249999999,107268,107268,1,274,164,8,-0.0010254689189693105
South Dakota,Jackrabbit Region,-0.0010295075017789283,-136,400,615,51050.249999999985,132102,132102,1,1345,1209,51,-0.0014307126311486579
Michigan,Muskegon County,-0.0010304856982880832,-173,700,401,68876.15789473684,167882,167882,1,902,729,33,-0.0010304856982880832
Indiana,Marion County,-0.0010355447525783547,-887,2300,3998,59006.043478261,856554,856554,1,12976,12089,589,-0.001440656397611826
Kentucky,Bluegrass Area Development District,-0.0010469914393052904,-136,2300,468,69334.80000000003,129896,129896,1,860,724,41,-0.0012548500338732524
Maine,Kennebec County,-0.0010513018338434408,-124,400,377,61433.33333333335,117949,117949,1,1305,1181,46,-0.0013056490517087895
Ohio,Clermont County,-0.001060418506204082,-251,5690,796,85554.34782608692,236699,126047,0.5325202049860793,2065,1814,82,-0.001187161753957558
Nebraska,"Dodge, Cass, Saunders & Washington Counties",-0.0010781828248390011,-111,701,426,70089.14285714248,102951,102951,1,687,576,37,-0.0011656030538800012
Nebraska,Lancaster County,-0.0010814234362313908,-321,800,1266,66569.32499999998,296831,296831,1,5173,4852,163,-0.00233129289056736
South Carolina,Pickens & Oconee Counties,-0.0010820249937060428,-202,101,581,61129.571428571435,186687,186687,1,1812,1610,66,-0.001799803949926883
New Jersey,Warren County,-0.0010889798957557707,-117,1700,643,83572.09090909093,107440,107440,1,1001,884,45,-0.001135517498138496
Michigan,Jackson County,-0.0010939148558815723,-169,2600,415,68135.39999999966,154491,154491,1,992,823,37,-0.0010939148558815723
New Jersey,Cumberland County,-0.001098287149562834,-230,2490,619,75549,209417,110170,0.5260795446405975,824,594,37,-0.0011651394108405718
Kentucky,KIPDA Area Development District,-0.0010996101382237207,-242,1690,940,86310.53846153847,220078,220078,1,1438,1196,76,-0.0013540653768209453
Georgia,Heart of Georgia Altamaha Regional Commission,-0.0011051982165431518,-146,1300,358,61039.36363636362,132103,132103,1,779,633,40,-0.0011051982165431518
Mississippi,Northeast Region,-0.00111384317928672,-159,200,256,70946.44680851066,142749,142749,1,480,321,16,-0.00111384317928672
Indiana,Delaware County,-0.0011151012810494245,-127,2000,310,54019.0243902439,113891,113891,1,919,792,39,-0.0012204651816210236
Idaho,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",-0.0011164462517359378,-123,1000,282,49476.91428571428,110171,110171,1,811,688,33,-0.0011709070445035444
Illinois,Tazewell County,-0.0011185934250730089,-149,1900,524,82432.88636363634,133203,133203,1,1007,858,49,-0.0011185934250730089
Pennsylvania,Washington County,-0.0011262491700216005,-268,4000,1033,81195.69565217414,237958,139652,0.5868766757158826,2312,2044,91,-0.0013069533278982006
Michigan,Kalamazoo County,-0.0011280700768372288,-281,2100,1003,66762.76470588238,249098,249098,1,4271,3990,137,-0.0014251419120185629
New York,Suffolk County,-0.0011314235545674676,-1598,3300,6772,96383.78378378392,1412380,1412380,1,10277,8679,421,-0.0013077217179512596
Wisconsin,Fond du Lac & Calumet Counties,-0.001131961055149412,-168,1401,539,75866.66666666667,148415,148415,1,1026,858,35,-0.001131961055149412
Ohio,"Holmes, Guernsey & Coshocton Counties",-0.0011334753039774679,-132,2900,217,63976.22580645161,116456,116456,1,509,377,17,-0.0011334753039774679
Washington,Grant & Kittitas Counties,-0.0011338671958046915,-144,10800,327,56584.29166666665,126999,126999,1,897,753,37,-0.001220482051039772
Texas,Coastal Bend COG,-0.0011343517762676645,-107,6900,158,61130.06249999998,94327,94327,1,453,346,20,-0.0011343517762676645
North Carolina,South & West Albemarle Sound & Northern Outer Banks Regions,-0.0011469337935098279,-109,800,299,40687.696969696895,95036,95036,1,601,492,31,-0.0011469337935098279
Florida,Okaloosa County,-0.0011720067002392177,-219,9100,922,66964.67441860466,186859,186859,1,2685,2466,151,-0.0017874440085840126
Washington,"Stevens, Okanogan, Pend Oreille & Ferry Counties",-0.0011724782185956952,-123,10400,315,59146.2580645161,104906,104906,1,706,583,44,-0.0012106075915581569
Arizona,Cochise & Santa Cruz Counties,-0.0011800926547995303,-202,900,483,60083.599999999984,171173,171173,1,1736,1534,79,-0.0025412886378108697
Missouri,Cass & Bates Counties,-0.0011941641716135061,-138,1100,413,78267.56435643563,115562,115562,1,802,664,34,-0.0012720444436752566
Ohio,"Marion, Knox & Morrow Counties",-0.001202513315788811,-191,2800,370,60702.06060606061,158834,158834,1,650,459,27,-0.001202513315788811
South Dakota,Sioux Falls City,-0.0012040020349330168,-355,590,1076,65416.055944055945,294850,165760,0.5621841614380193,4454,4099,141,-0.0013057486857724267
Missouri,Clay County,-0.0012098134976981706,-380,900,1518,74393.56249999996,314098,106041,0.3376048239721361,5507,5127,202,-0.0016555342600080229
Illinois,Madison County,-0.0012150807133552227,-319,1200,920,74480.11627906979,262534,262534,1,2680,2361,81,-0.0012150807133552227
Illinois,"Douglas, Edgar, Coles & Cumberland Counties",-0.0012214079502553853,-121,600,362,62411.22222222221,99066,99066,1,842,721,44,-0.0012214079502553853
Louisiana,South Central Planning & Development Commission 3,-0.0012271212678994516,-130,2100,175,67744.62857142856,105939,105939,1,580,450,17,-0.0012271212678994516
Alabama,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",-0.0012458607914494608,-190,1000,286,58086.999999999956,152505,152505,1,445,255,16,-0.001272089439690502
Wisconsin,Kenosha County,-0.0012515415328636492,-205,10000,342,75583.49367088608,163798,163798,1,1575,1370,37,-0.0012515415328636492
Missouri,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties",-0.0012522598729495281,-151,2500,222,50287.200000000004,120582,120582,1,582,431,23,-0.001277139208173691
Georgia,Central Savannah River Area Regional Commission,-0.0012563555570545629,-149,4200,314,53569.5,118597,118597,1,394,245,26,-0.0012563555570545629
Oregon,Linn & Benton Counties,-0.0012629024880173425,-254,600,839,64005.6201550388,201124,201124,1,2584,2330,126,-0.001645750880054096
Tennessee,Sevier & Jefferson Counties,-0.00126421352424378,-178,1500,308,58558.22222222222,140799,140799,1,1027,849,40,-0.00126421352424378
Texas,Ark-Tex COG,-0.0012643632980883874,-193,1000,418,58442.280000000035,152646,152646,1,610,417,33,-0.0013102210342884845
Indiana,"Jefferson, Jennings, Decatur & Scott Counties",-0.0012662840484649722,-139,3000,197,69088.05263157896,109770,109770,1,656,517,26,-0.0012662840484649722
Pennsylvania,"Mifflin, Union, Snyder & Juniata Counties",-0.0012684576855525923,-195,1100,413,69513.7142857143,153730,153730,1,704,509,27,-0.0012684576855525923
Virginia,LENOWISCO & Cumberland Plateau Planning District Commissions,-0.0012843565373747753,-245,51010,380,62643.433333333334,190757,190757,1,520,275,22,-0.0012843565373747753
Illinois,Winnebago County,-0.0012870900963067415,-429,2890,1023,68164.58139534881,333310,194828,0.5845249167441721,2805,2376,104,-0.0014341003870270918
Michigan,"Ionia, Montcalm, Mecosta & Osceola Counties",-0.0012889191026512576,-237,1100,549,63339.139534883696,183875,183875,1,935,698,50,-0.0013650577838205302
North Carolina,Guilford County,-0.0012935743673263829,-637,1700,2635,62418.46428571424,492434,250452,0.5086001372772798,6910,6273,325,-0.0017301811004114256
Arkansas,Southeast Arkansas,-0.0012984509885472565,-256,1790,476,54715.89999999994,197158,101901,0.5168494304060702,892,636,38,-0.0013390275819393583
Indiana,"Floyd, Harrison & Washington Counties",-0.0013037907340941277,-174,3500,503,73536.84615384616,133457,133457,1,1021,847,50,-0.0013037907340941277
Texas,Panhandle Regional Planning Commission,-0.0013069122077481224,-154,200,331,50792.63829787238,117835,117835,1,892,738,43,-0.0013069122077481224
Minnesota,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties",-0.0013194170933438362,-134,2000,576,59721.46666666668,101560,101560,1,717,583,40,-0.0013194170933438362
Maryland,Cecil County,-0.0013215486435624723,-125,700,334,78099.72000000002,94586,94586,1,860,735,39,-0.0014907068699384688
Mississippi,Southwest Region,-0.0013250151824656324,-216,1600,379,48212.63934426231,163017,163017,1,617,401,20,-0.0013250151824656324
Virginia,Chesapeake City,-0.0013292118844031706,-298,55000,933,75985.89189189194,224193,224193,1,2630,2332,87,-0.0017306517152631885
Ohio,Ross & Fayette Counties,-0.0013329905643310767,-140,4800,238,57029.60526315789,105027,105027,1,557,417,21,-0.0013329905643310767
North Dakota,Cass County,-0.0013501836249729963,-225,500,656,65077.491525423706,166644,166644,1,3620,3395,79,-0.001710232591632462
Georgia,Three Rivers Regional Commission,-0.0013529841621265728,-187,1900,274,61085.5925925926,138213,138213,1,605,418,25,-0.0013529841621265728
Oregon,"Josephine, Coos & Curry Counties",-0.0013629685204288975,-218,800,272,50995.70833333334,159945,159945,1,1103,885,35,-0.001500515802307043
Georgia,Three Rivers Regional Commission,-0.0013644283045403977,-130,2200,280,61123.56250000003,95278,95278,1,602,472,27,-0.001448393123281345
Michigan,Monroe County,-0.0013646702047005307,-198,3300,335,73327.10344827587,145090,145090,1,779,581,25,-0.0013646702047005307
West Virginia,"Randolph, Upshur, Barbour, Lewis, Hardy, Grant, Pendleton & Tucker Counties",-0.0013671178438598576,-161,500,312,47996.95348837208,117766,117766,1,405,244,17,-0.0013671178438598576
Illinois,"Adams, Pike, Brown, Schuyler & Mason Counties",-0.0013993106751439223,-149,300,428,57962.857142857145,106481,106481,1,775,626,32,-0.0015213981837135264
New York,Oswego County,-0.0014009526478005044,-165,600,387,70713.07692307694,117777,117777,1,447,282,19,-0.001477368246771441
Oklahoma,"Bryan, Pontotoc",-0.0014025707521638654,-298,700,627,57497.50000000001,212467,114481,0.5388177928807768,1332,1034,50,-0.0014025707521638654
New Mexico,North Central New Mexico,-0.0014035634917540646,-144,300,487,76016.40000000002,102596,102596,1,1141,997,59,-0.00240750126710593
Oklahoma,Panhandle & Northwest Oklahoma,-0.001409678556192384,-152,500,358,65775.59999999999,107826,107826,1,648,496,27,-0.001409678556192384
Pennsylvania,Blair & Huntingdon Counties,-0.0014119557351877018,-240,2200,567,61303.500000000015,169977,169977,1,905,665,40,-0.0014943198197403178
Missouri,Northwest Missouri,-0.0014385835485060863,-156,100,556,54511.99999999997,108440,108440,1,783,627,58,-0.0016045739579490963
Pennsylvania,Mercer County,-0.0014394803826911261,-164,1400,480,61960.28571428572,113930,113930,1,723,559,38,-0.0014394803826911261
Michigan,Western Upper Peninsula,-0.0014459573442583444,-240,100,857,58828.54545454583,165980,165980,1,1334,1094,76,-0.0015724786118809495
West Virginia,"Logan, Mingo, Wyoming & McDowell Counties",-0.0014655687756715582,-152,1300,126,61285.52941176472,103714,103714,1,294,142,6,-0.0014655687756715582
Ohio,Erie & Sandusky Counties,-0.0014693840066734524,-192,700,407,66073.73333333328,130667,130667,1,1079,887,40,-0.0014693840066734524
West Virginia,"Raleigh, Mercer & Fayette Counties",-0.0014755959137343927,-260,1200,407,61897.808510638286,176200,176200,1,1198,938,39,-0.0015493757094211123
Kentucky,Cumberland Valley Area Development District,-0.0014824227022448115,-161,800,146,56972.441379310345,108606,108606,1,290,129,6,-0.0014824227022448115
Michigan,Genesee,-0.001495020486985425,-833,1700,1333,67250.64705882358,557183,359326,0.6448976368625747,4055,3222,118,-0.0016027050358679285
Michigan,Lenawee & Hillsdale Counties,-0.0014996215577672617,-212,2500,481,66930.25000000074,141369,141369,1,945,733,44,-0.0014996215577672617
Missouri,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties",-0.001513697112899653,-164,2300,237,56096.04255319149,108344,108344,1,397,233,15,-0.001513697112899653
Alaska,Matanuska-Susitna & Kenai Peninsula Boroughs,-0.001518498067366096,-209,200,421,78728.2391304348,137636,137636,1,1201,992,53,-0.001518498067366096
Virginia,Virginia's Region 2000,-0.0015185209771640998,-183,51095,387,72372.36363636363,120512,120512,1,759,576,24,-0.0015185209771640998
Illinois,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",-0.0015199529674930813,-212,401,514,67050.65168539323,139478,139478,1,854,642,45,-0.0015199529674930813
Georgia,Middle Georgia Regional Commission,-0.0015377681151735293,-232,1500,454,69192.375,150868,150868,1,1645,1413,62,-0.0015841662910623857
Mississippi,North Delta Region,-0.001548271971028945,-177,300,288,52008.82608695647,114321,114321,1,586,409,30,-0.001548271971028945
Ohio,"Washington, Morgan, Noble & Monroe Counties",-0.0015534642252222456,-155,3600,258,67733.76190476194,99777,99777,1,523,368,22,-0.0015534642252222456
Minnesota,Scott County,-0.0015627613773430415,-355,1690,969,94638.0606060606,227162,118292,0.5207385037990508,3052,2697,91,-0.0018224879161127302
North Carolina,Boone High Country,-0.0015648233929419458,-201,100,503,53395.41176470589,128449,128449,1,1250,1049,71,-0.001603749347990253
Texas,South Plains Association of Governments,-0.0015863321620914203,-200,400,443,60088.8918918919,126077,126077,1,742,542,40,-0.0016101271445227916
Pennsylvania,Lebanon County,-0.0015971022909629991,-209,2500,351,74368.05882352941,130862,130862,1,567,358,17,-0.0015971022909629991
West Virginia,"Putnam, Boone & Lincoln Counties",-0.0016174261918015396,-154,900,254,75369.34782608695,95213,95213,1,540,386,20,-0.0016174261918015396
Maine,Coastal Maine Region,-0.0016362515187222585,-268,500,855,51344.913580246946,163789,163789,1,1715,1447,67,-0.002063630646746729
Mississippi,Golden Triangle Region,-0.001636317865234539,-273,600,575,59369.62499999999,166838,166838,1,1578,1305,64,-0.001636317865234539
Utah,"Cache, Summit, Morgan & Rich Counties",-0.0016395433568132136,-270,5001,1010,66821.85714285712,164680,164680,1,2194,1924,123,-0.002350012144765606
Ohio,Clark County,-0.0016436309301456854,-220,4300,391,68780.54237288136,133850,133850,1,1034,814,36,-0.0016436309301456854
New York,Livingston & Wyoming Counties,-0.0016488202406898511,-174,1300,480,72612,105530,105530,1,730,556,41,-0.0016488202406898511
Illinois,Will County,-0.0016513008237984857,-1070,3100,2804,92669.50000000004,647974,647974,1,5517,4447,205,-0.0018766185062980922
New Jersey,Passaic County,-0.001666460260245906,-767,400,1636,83280.66666666677,460257,460257,1,3105,2338,120,-0.0021162089875873696
Indiana,"Morgan, Putnam & Brown Counties",-0.0016667508460023234,-198,2100,293,72848,118794,118794,1,603,405,21,-0.0016667508460023234
Pennsylvania,Fayette County,-0.0016726252288959882,-211,3900,317,65944.59701492537,126149,126149,1,560,349,22,-0.0017598237005445941
Missouri,"Phelps, Crawford, Dent, Gasconade & Maries Counties",-0.0016749283556657115,-173,1500,253,48219.515151515196,103288,103288,1,1073,900,41,-0.0016749283556657115
Illinois,Kankakee County,-0.0016795368606735037,-179,2300,347,66556.09302325582,106577,106577,1,653,474,23,-0.0016795368606735037
Texas,Alamo Area COG,-0.0016895783733968206,-198,6000,412,62162.99999999996,117189,117189,1,1086,888,42,-0.0016895783733968206
New York,Rockland County,-0.0016950251174850106,-523,3000,1571,87272,308550,308550,1,2672,2149,111,-0.001892724031761465
Georgia,Atlanta & Northeast Georgia Regional Commissions,-0.0017143797862134347,-302,4300,536,57240.58823529411,176157,176157,1,1622,1320,48,-0.002372883280255681
Louisiana,South Central Planning & Development Commission 1,-0.0017342274239163303,-195,1900,284,84727.16981132077,112442,112442,1,526,331,21,-0.0018498425855107523
Kentucky,Green River Area Development District,-0.0017492979791004927,-190,1500,330,67669,108615,108615,1,703,513,31,-0.0017492979791004927
Texas,Orange & Hardin Counties,-0.0017503530755130863,-233,4200,269,79584.36,133116,133116,1,745,512,27,-0.001998257159169446
South Carolina,Florence & Darlington Counties,-0.0017562938116170667,-344,900,644,58418.5,195867,195867,1,1392,1048,48,-0.0018124543695466821
Pennsylvania,Erie County,-0.0017697507086270805,-487,100,947,62255.00000000005,275180,168350,0.6117813794607166,3643,3156,98,-0.0018933061995784577
New York,Schenectady County,-0.001777935132306082,-231,1700,720,76861.35294117642,129926,129926,1,1283,1052,55,-0.0019164755322260364
Michigan,Washtenaw County,-0.0017840543645821906,-618,2700,2298,75793.67307692303,346402,346402,1,9582,8964,365,-0.004021339368710342
Pennsylvania,Indiana & Armstrong Counties,-0.0017861598875769952,-272,1900,552,73629.62500000001,152282,152282,1,1108,836,48,-0.0017861598875769952
Texas,West Central Texas COG,-0.0017947411732434657,-229,2700,474,60371.39473684209,127595,127595,1,1458,1229,72,-0.002202280653630628
Montana,South Central Montana,-0.0017984796046367525,-238,500,763,52111.2857142855,132334,132334,1,2311,2073,90,-0.002078075173424819
South Carolina,"Sumter, Clarendon, Williamsburg & Lee Counties",-0.00182622121626333,-330,800,461,53098.081967213126,180701,180701,1,995,665,37,-0.0023906895921992685
New York,Cattaraugus & Allegany Counties,-0.0018326206475259622,-234,2500,735,58806.27272727267,127686,127686,1,888,654,63,-0.0018796109205394484
Indiana,Hancock & Shelby Counties,-0.0018819101387908728,-208,2500,349,79546.056,110526,110526,1,802,594,25,-0.0018819101387908728
New York,NYC-Staten Island Community District 1,-0.0018984075885339579,-894,3900,1702,82792.48148148156,470921,172302,0.3658830249659709,3157,2263,101,-0.0020045825095929043
Michigan,Ingham County,-0.0019007813919680175,-523,1800,1230,58871.76666666658,275150,275150,1,5716,5193,189,-0.0034817372342358715
Arkansas,Faulkner & Lonoke Counties,-0.001915284635653079,-346,1100,691,65168.43999999999,180652,180652,1,1769,1423,64,-0.0021090273011093153
Louisiana,Coordinating & Development Corporation 4,-0.0019244334987562344,-311,300,566,59612.49999999998,161606,161606,1,1027,716,44,-0.0019244334987562344
Tennessee,Land Between the Lakes,-0.0019577044776798924,-258,200,378,51738.714285714275,131787,131787,1,704,446,34,-0.002268812553590263
Ohio,"Highland, Clinton & Adams Counties",-0.001981710088540625,-218,5200,231,70101.10344827587,110006,110006,1,549,331,17,-0.0022544224860462157
Iowa,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties",-0.0019903349987713983,-243,100,450,67968.8260869565,122090,122090,1,851,608,32,-0.0019903349987713983
Illinois,Champaign County,-0.0020155892441287753,-399,2100,1114,57457.71428571428,197957,197957,1,4705,4306,197,-0.003728082361320893
Alabama,"Houston, Dale, Geneva & Henry Counties",-0.0020261537506419914,-359,2500,1262,67790.36842105263,177183,177183,1,1398,1039,132,-0.0021616069261723753
Indiana,Tippecanoe County,-0.002030242852546679,-366,1200,772,56874.7037037037,180274,180274,1,2983,2617,122,-0.003722111896335578
New Mexico,Sandoval County,-0.002056523229364659,-264,600,477,65661.83673469388,128372,128372,1,976,712,34,-0.0022512697472969185
Vermont,Southeast Vermont,-0.00209149909394982,-262,300,666,54458.619047619046,125269,125269,1,1639,1377,68,-0.002291069618181673
Kansas,East Central Kansas,-0.0021287709304502944,-216,1400,289,77091.46987951806,101467,101467,1,520,304,17,-0.00236530103383366
Virginia,Prince William County,-0.002149115556290296,-1014,51256,3067,98019.43478260878,471822,356545,0.7556769290113644,6996,5982,292,-0.003342362162001772
Texas,Panhandle Regional Planning Commission,-0.0021873683528306166,-270,300,663,74035.92307692289,123436,123436,1,1776,1506,80,-0.0023818010953044495
Florida,Apalachee Region,-0.0022048430140858906,-404,6300,496,52623.549999999996,183233,183233,1,784,380,27,-0.002275790932855981
Michigan,Van Buren & Cass Counties,-0.002221516978736909,-266,2300,399,63626.36842105266,119738,119738,1,774,508,29,-0.002221516978736909
Michigan,"Isabella, Gratiot & Clare Counties",-0.002224212349884018,-303,1200,560,59665.8461538462,136228,136228,1,1415,1112,59,-0.0022535748891564142
New Jersey,Mercer County,-0.0022336182336182334,-784,2300,1916,95123.64285714316,351000,351000,1,6023,5239,208,-0.0040341880341880345
Iowa,Johnson County,-0.0022437604288706643,-316,1100,652,65145.2,140835,140835,1,3136,2820,97,-0.0031810274434622074
Alabama,Morgan & Lawrence Counties,-0.00227306210931745,-324,600,396,72262.55319148937,142539,142539,1,1246,922,34,-0.002371280842436105
Pennsylvania,Northumberland & Montour Counties,-0.002279116376825732,-257,1000,439,65609.26315789475,112763,112763,1,963,706,34,-0.0024032705763415304
Illinois,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",-0.002283408579835479,-395,202,786,66726.73846153844,172987,172987,1,1476,1081,64,-0.002283408579835479
Kentucky,Bluegrass Area Development District,-0.0022865150928435764,-248,2200,368,58947.627906976755,108462,108462,1,1233,985,50,-0.00237871328207114
Hawaii,"Maui, Kalawao & Kauai Counties",-0.0022911672505992993,-497,100,782,60428,216920,216920,1,2288,1791,82,-0.002650746819103817
Louisiana,Acadiana Regional Development District 1,-0.002391280169057947,-258,1000,206,56593.71428571425,107892,107892,1,455,197,10,-0.002391280169057947
New Jersey,Hudson County,-0.002392709950555857,-1535,600,4380,81601.36363636363,641532,641532,1,17642,16107,851,-0.004168147496929226
North Carolina,Chatham & Lee Counties,-0.002401982913554168,-282,1500,466,70082.09090909094,117403,117403,1,1241,959,52,-0.002563818641772357
Utah,Utah County,-0.0024246470322833867,-1322,49000,2563,65527.157894737116,545234,545234,1,7160,5838,313,-0.0025713730251598396
New Mexico,Eastern Plains New Mexico,-0.0024287371650999145,-224,400,259,60988.3265306122,92229,92229,1,695,471,26,-0.0026347461210682105
Ohio,Portage County,-0.002459127493819909,-381,1700,539,76800.40540540543,154933,154933,1,1599,1218,64,-0.002814119651720421
Mississippi,South Region,-0.002484286885449532,-300,2100,342,65679.35211267608,120759,120759,1,1412,1112,41,-0.002484286885449532
Georgia,Northwest Georgia Regional Commission,-0.002485190294571127,-245,2900,243,67307.25688073394,98584,98584,1,1019,774,29,-0.0026982066055343664
Texas,Central Texas COG,-0.002494785489346039,-427,3400,506,51515.71134020619,171157,171157,1,1483,1056,70,-0.002494785489346039
Tennessee,Wilson County,-0.0025271713610013065,-296,2300,421,78206.40625,117127,117127,1,1277,981,43,-0.002945520674140036
Wisconsin,La Crosse County,-0.0025784975724178374,-299,900,415,67478.15789473684,115959,115959,1,1491,1192,43,-0.0027682198018265077
New York,Genesee & Orleans Counties,-0.0025819285097148825,-257,1000,397,64238.999999999956,99538,99538,1,658,401,26,-0.0026823926540617653
Idaho,Twin Falls & Cassia Counties,-0.002584506563286404,-266,900,241,50360.78313253012,102921,102921,1,681,415,22,-0.002584506563286404
Rhode Island,South Rhode Island,-0.0026452886357753043,-327,400,867,83233.27586206894,123616,123616,1,1362,1035,58,-0.002750453015790836
Missouri,Jasper & Newton Counties,-0.0026926960619320095,-464,2800,554,61158.63855421684,172318,172318,1,1413,949,53,-0.0027333186318318457
Virginia,New River Valley Planning District Commission,-0.002711047948450137,-475,51040,639,61130.19999999999,175209,175209,1,3074,2599,95,-0.0034758488433813332
Texas,Middle Rio Grande Development Council,-0.0027523473032852485,-423,6200,258,55935.290322580615,153687,153687,1,1268,845,32,-0.0036047290922459284
Colorado,Northwest Colorado,-0.0027619358851372006,-262,200,451,59167.86538461536,94861,94861,1,1486,1224,58,-0.002804102845215631
Indiana,Monroe County,-0.0027622241518699283,-369,2800,676,54949.5,133588,133588,1,3088,2719,113,-0.0047908494774979785
Ohio,Scioto & Lawrence Counties,-0.002766422737213022,-358,5100,258,60154.33333333335,129409,129409,1,779,421,17,-0.002766422737213022
Illinois,Kendall & Grundy Counties,-0.002806128633421416,-463,3700,436,81472.05747126439,164996,164996,1,1786,1323,38,-0.002806128633421416
New Mexico,Do�a Ana County,-0.0028457825902123085,-569,1000,473,59093.31578947374,199945,199945,1,1661,1092,43,-0.003030833479206782
Minnesota,Stearns County,-0.002857255458343186,-435,900,511,68810.88571428572,152244,152244,1,2083,1648,54,-0.002857255458343186
Alabama,"Russell, Pike, Barbour, Macon & Bullock Counties",-0.002907254888972304,-395,2400,351,55060.695652173876,135867,135867,1,908,513,23,-0.0031133387798361633
Texas,Golden Crescent Regional Planning Commission,-0.0029398816585707995,-394,5500,440,72212.28571428629,134019,134019,1,846,452,39,-0.0029846514300211164
California,Yolo County,-0.0029624106364648565,-588,11300,1063,76559.66666666677,198487,198487,1,4049,3461,171,-0.004287434441550328
Kansas,Douglas County,-0.003052841918294849,-330,700,489,60407.741071428565,108096,108096,1,2627,2297,74,-0.0033303730017761987
Pennsylvania,"Bradford, Tioga & Sullivan Counties",-0.0030949589683470107,-330,400,506,65905.69230769244,106625,106625,1,760,430,39,-0.0030949589683470107
North Carolina,Nash & Edgecombe Counties,-0.003120984027905269,-442,900,318,62185.11111111117,141622,141622,1,814,372,14,-0.003120984027905269
Illinois,LaSalle County,-0.0031419673125155033,-342,2400,385,66415.80952380954,108849,108849,1,733,391,25,-0.0031419673125155033
West Virginia,Monongalia & Preston Counties,-0.0032293055337048416,-390,300,626,63327.82608695668,120769,120769,1,1875,1485,76,-0.0037758033932548916
Georgia,Middle Georgia Regional Commission,-0.0032415261884994407,-449,1400,582,56844.20689655173,138515,138515,1,1781,1332,67,-0.0035014258383568564
Indiana,St. Joseph County,-0.00333305656707035,-843,400,1215,63372.50000000002,252921,252921,1,3428,2585,138,-0.004234523823644538
Minnesota,"Winona, Wabasha, Fillmore & Houston Counties",-0.003338577491584955,-365,2600,612,66134.16666666666,109328,109328,1,905,540,42,-0.003338577491584955
Ohio,Hancock & Putnam Counties,-0.003439950624455417,-379,2400,474,77742.20408163265,110176,110176,1,1110,731,39,-0.004492811501597444
Arizona,Coconino County,-0.003529124525565807,-477,400,589,63288.52459016394,135161,135161,1,2545,2068,102,-0.0039582423924060936
Ohio,Huron & Ashland Counties,-0.0035794992316731445,-396,2100,293,65829.73913043483,110630,110630,1,597,201,15,-0.0035794992316731445
Florida,Alachua County,-0.0036041696665052208,-826,100,1443,57622.533333333246,229179,229179,1,5073,4247,241,-0.005179357620026268
Alaska,Subsistence Alaska,-0.00362308995226579,-400,400,421,69894.96153846155,110403,110403,1,1239,839,86,-0.0037861290001177505
Iowa,Black Hawk County,-0.0037298595536893004,-469,500,417,63777.23076923083,125742,125742,1,2050,1581,56,-0.0038332458526188543
Alabama,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",-0.003735214774849554,-432,1700,233,53995.84337349398,115656,115656,1,661,229,14,-0.0038822023933042815
Illinois,"Jackson, Williamson, Franklin & Perry Counties",-0.003832626668885153,-668,900,687,52005.99999999997,174293,174293,1,2059,1391,72,-0.003832626668885153
Michigan,Allegan County,-0.0038933784952966516,-423,900,339,67978.96739130437,108646,108646,1,813,390,21,-0.0038933784952966516
Missouri,Boone County,-0.003900789715774005,-653,600,765,61027.07692307693,167402,167402,1,4849,4196,130,-0.005059676706371489
Georgia,Central Savannah River Area Regional Commission,-0.003943871764924931,-699,4000,591,51672.50000000009,177237,177237,1,2365,1666,93,-0.004434739924507863
